Store ID,SKU,Week Ending,Demand
SEPH-NYC-001,EL-ANR-001,2025-11-02,42
SEPH-NYC-001,EL-ANR-001,2025-11-09,50
SEPH-NYC-001,EL-ANR-001,2025-11-16,49
SEPH-NYC-001,EL-ANR-001,2025-11-23,34
SEPH-NYC-001,EL-ANR-001,2025-11-30,35
SEPH-NYC-001,EL-ANR-001,2025-12-07,39
SEPH-NYC-001,EL-ANR-001,2025-12-14,38
SEPH-NYC-001,EL-ANR-001,2025-12-21,29
SEPH-NYC-001,EL-ANR-001,2025-12-28,23
SEPH-NYC-001,EL-ANR-001,2026-01-04,34
SEPH-NYC-001,EL-ANR-001,2026-01-11,40
SEPH-NYC-001,EL-ANR-001,2026-01-18,33
SEPH-NYC-001,EL-ANR-001,2026-01-25,45
SEPH-NYC-001,EL-DW-002,2025-11-02,34
SEPH-NYC-001,EL-DW-002,2025-11-09,48
SEPH-NYC-001,EL-DW-002,2025-11-16,32
SEPH-NYC-001,EL-DW-002,2025-11-23,32
SEPH-NYC-001,EL-DW-002,2025-11-30,47
SEPH-NYC-001,EL-DW-002,2025-12-07,43
SEPH-NYC-001,EL-DW-002,2025-12-14,43
SEPH-NYC-001,EL-DW-002,2025-12-21,33
SEPH-NYC-001,EL-DW-002,2025-12-28,34
SEPH-NYC-001,EL-DW-002,2026-01-04,28
SEPH-NYC-001,EL-DW-002,2026-01-11,45
SEPH-NYC-001,EL-DW-002,2026-01-18,46
SEPH-NYC-001,EL-DW-002,2026-01-25,31
SEPH-NYC-001,CL-MS-003,2025-11-02,33
SEPH-NYC-001,CL-MS-003,2025-11-09,31
SEPH-NYC-001,CL-MS-003,2025-11-16,35
SEPH-NYC-001,CL-MS-003,2025-11-23,47
SEPH-NYC-001,CL-MS-003,2025-11-30,31
SEPH-NYC-001,CL-MS-003,2025-12-07,45
SEPH-NYC-001,CL-MS-003,2025-12-14,44
SEPH-NYC-001,CL-MS-003,2025-12-21,26
SEPH-NYC-001,CL-MS-003,2025-12-28,33
SEPH-NYC-001,CL-MS-003,2026-01-04,33
SEPH-NYC-001,CL-MS-003,2026-01-11,39
SEPH-NYC-001,CL-MS-003,2026-01-18,21
SEPH-NYC-001,CL-MS-003,2026-01-25,43
SEPH-NYC-001,LM-CDLM-004,2025-11-02,34
SEPH-NYC-001,LM-CDLM-004,2025-11-09,24
SEPH-NYC-001,LM-CDLM-004,2025-11-16,46
SEPH-NYC-001,LM-CDLM-004,2025-11-23,49
SEPH-NYC-001,LM-CDLM-004,2025-11-30,42
SEPH-NYC-001,LM-CDLM-004,2025-12-07,25
SEPH-NYC-001,LM-CDLM-004,2025-12-14,38
SEPH-NYC-001,LM-CDLM-004,2025-12-21,24
SEPH-NYC-001,LM-CDLM-004,2025-12-28,32
SEPH-NYC-001,LM-CDLM-004,2026-01-04,27
SEPH-NYC-001,LM-CDLM-004,2026-01-11,23
SEPH-NYC-001,LM-CDLM-004,2026-01-18,37
SEPH-NYC-001,LM-CDLM-004,2026-01-25,26
SEPH-NYC-001,MAC-RW-005,2025-11-02,44
SEPH-NYC-001,MAC-RW-005,2025-11-09,41
SEPH-NYC-001,MAC-RW-005,2025-11-16,20
SEPH-NYC-001,MAC-RW-005,2025-11-23,25
SEPH-NYC-001,MAC-RW-005,2025-11-30,21
SEPH-NYC-001,MAC-RW-005,2025-12-07,20
SEPH-NYC-001,MAC-RW-005,2025-12-14,49
SEPH-NYC-001,MAC-RW-005,2025-12-21,35
SEPH-NYC-001,MAC-RW-005,2025-12-28,47
SEPH-NYC-001,MAC-RW-005,2026-01-04,22
SEPH-NYC-001,MAC-RW-005,2026-01-11,35
SEPH-NYC-001,MAC-RW-005,2026-01-18,47
SEPH-NYC-001,MAC-RW-005,2026-01-25,31
SEPH-NYC-001,BB-VEFB-006,2025-11-02,50
SEPH-NYC-001,BB-VEFB-006,2025-11-09,36
SEPH-NYC-001,BB-VEFB-006,2025-11-16,39
SEPH-NYC-001,BB-VEFB-006,2025-11-23,33
SEPH-NYC-001,BB-VEFB-006,2025-11-30,35
SEPH-NYC-001,BB-VEFB-006,2025-12-07,45
SEPH-NYC-001,BB-VEFB-006,2025-12-14,42
SEPH-NYC-001,BB-VEFB-006,2025-12-21,29
SEPH-NYC-001,BB-VEFB-006,2025-12-28,21
SEPH-NYC-001,BB-VEFB-006,2026-01-04,43
SEPH-NYC-001,BB-VEFB-006,2026-01-11,31
SEPH-NYC-001,BB-VEFB-006,2026-01-18,36
SEPH-NYC-001,BB-VEFB-006,2026-01-25,35
SEPH-NYC-001,CL-DML-007,2025-11-02,46
SEPH-NYC-001,CL-DML-007,2025-11-09,48
SEPH-NYC-001,CL-DML-007,2025-11-16,40
SEPH-NYC-001,CL-DML-007,2025-11-23,22
SEPH-NYC-001,CL-DML-007,2025-11-30,44
SEPH-NYC-001,CL-DML-007,2025-12-07,29
SEPH-NYC-001,CL-DML-007,2025-12-14,41
SEPH-NYC-001,CL-DML-007,2025-12-21,49
SEPH-NYC-001,CL-DML-007,2025-12-28,43
SEPH-NYC-001,CL-DML-007,2026-01-04,50
SEPH-NYC-001,CL-DML-007,2026-01-11,39
SEPH-NYC-001,CL-DML-007,2026-01-18,46
SEPH-NYC-001,CL-DML-007,2026-01-25,27
SEPH-NYC-001,MAC-SFF-008,2025-11-02,21
SEPH-NYC-001,MAC-SFF-008,2025-11-09,48
SEPH-NYC-001,MAC-SFF-008,2025-11-16,29
SEPH-NYC-001,MAC-SFF-008,2025-11-23,34
SEPH-NYC-001,MAC-SFF-008,2025-11-30,23
SEPH-NYC-001,MAC-SFF-008,2025-12-07,25
SEPH-NYC-001,MAC-SFF-008,2025-12-14,38
SEPH-NYC-001,MAC-SFF-008,2025-12-21,27
SEPH-NYC-001,MAC-SFF-008,2025-12-28,38
SEPH-NYC-001,MAC-SFF-008,2026-01-04,35
SEPH-NYC-001,MAC-SFF-008,2026-01-11,20
SEPH-NYC-001,MAC-SFF-008,2026-01-18,35
SEPH-NYC-001,MAC-SFF-008,2026-01-25,49
SEPH-NYC-001,TF-ECQ-009,2025-11-02,33
SEPH-NYC-001,TF-ECQ-009,2025-11-09,31
SEPH-NYC-001,TF-ECQ-009,2025-11-16,23
SEPH-NYC-001,TF-ECQ-009,2025-11-23,44
SEPH-NYC-001,TF-ECQ-009,2025-11-30,47
SEPH-NYC-001,TF-ECQ-009,2025-12-07,43
SEPH-NYC-001,TF-ECQ-009,2025-12-14,38
SEPH-NYC-001,TF-ECQ-009,2025-12-21,41
SEPH-NYC-001,TF-ECQ-009,2025-12-28,50
SEPH-NYC-001,TF-ECQ-009,2026-01-04,50
SEPH-NYC-001,TF-ECQ-009,2026-01-11,36
SEPH-NYC-001,TF-ECQ-009,2026-01-18,39
SEPH-NYC-001,TF-ECQ-009,2026-01-25,30
SEPH-NYC-001,BB-LWGE-010,2025-11-02,27
SEPH-NYC-001,BB-LWGE-010,2025-11-09,23
SEPH-NYC-001,BB-LWGE-010,2025-11-16,42
SEPH-NYC-001,BB-LWGE-010,2025-11-23,47
SEPH-NYC-001,BB-LWGE-010,2025-11-30,22
SEPH-NYC-001,BB-LWGE-010,2025-12-07,36
SEPH-NYC-001,BB-LWGE-010,2025-12-14,27
SEPH-NYC-001,BB-LWGE-010,2025-12-21,34
SEPH-NYC-001,BB-LWGE-010,2025-12-28,38
SEPH-NYC-001,BB-LWGE-010,2026-01-04,32
SEPH-NYC-001,BB-LWGE-010,2026-01-11,41
SEPH-NYC-001,BB-LWGE-010,2026-01-18,34
SEPH-NYC-001,BB-LWGE-010,2026-01-25,47
SEPH-NYC-001,CL-TDO-011,2025-11-02,48
SEPH-NYC-001,CL-TDO-011,2025-11-09,45
SEPH-NYC-001,CL-TDO-011,2025-11-16,49
SEPH-NYC-001,CL-TDO-011,2025-11-23,41
SEPH-NYC-001,CL-TDO-011,2025-11-30,49
SEPH-NYC-001,CL-TDO-011,2025-12-07,44
SEPH-NYC-001,CL-TDO-011,2025-12-14,32
SEPH-NYC-001,CL-TDO-011,2025-12-21,34
SEPH-NYC-001,CL-TDO-011,2025-12-28,41
SEPH-NYC-001,CL-TDO-011,2026-01-04,24
SEPH-NYC-001,CL-TDO-011,2026-01-11,40
SEPH-NYC-001,CL-TDO-011,2026-01-18,49
SEPH-NYC-001,CL-TDO-011,2026-01-25,45
SEPH-NYC-001,EL-PCE-012,2025-11-02,37
SEPH-NYC-001,EL-PCE-012,2025-11-09,23
SEPH-NYC-001,EL-PCE-012,2025-11-16,24
SEPH-NYC-001,EL-PCE-012,2025-11-23,46
SEPH-NYC-001,EL-PCE-012,2025-11-30,24
SEPH-NYC-001,EL-PCE-012,2025-12-07,40
SEPH-NYC-001,EL-PCE-012,2025-12-14,34
SEPH-NYC-001,EL-PCE-012,2025-12-21,37
SEPH-NYC-001,EL-PCE-012,2025-12-28,34
SEPH-NYC-001,EL-PCE-012,2026-01-04,41
SEPH-NYC-001,EL-PCE-012,2026-01-11,49
SEPH-NYC-001,EL-PCE-012,2026-01-18,21
SEPH-NYC-001,EL-PCE-012,2026-01-25,23
SEPH-NYC-001,LM-TL-013,2025-11-02,23
SEPH-NYC-001,LM-TL-013,2025-11-09,31
SEPH-NYC-001,LM-TL-013,2025-11-16,29
SEPH-NYC-001,LM-TL-013,2025-11-23,50
SEPH-NYC-001,LM-TL-013,2025-11-30,48
SEPH-NYC-001,LM-TL-013,2025-12-07,46
SEPH-NYC-001,LM-TL-013,2025-12-14,44
SEPH-NYC-001,LM-TL-013,2025-12-21,32
SEPH-NYC-001,LM-TL-013,2025-12-28,40
SEPH-NYC-001,LM-TL-013,2026-01-04,24
SEPH-NYC-001,LM-TL-013,2026-01-11,40
SEPH-NYC-001,LM-TL-013,2026-01-18,29
SEPH-NYC-001,LM-TL-013,2026-01-25,47
SEPH-NYC-001,MAC-PFP-014,2025-11-02,24
SEPH-NYC-001,MAC-PFP-014,2025-11-09,43
SEPH-NYC-001,MAC-PFP-014,2025-11-16,36
SEPH-NYC-001,MAC-PFP-014,2025-11-23,44
SEPH-NYC-001,MAC-PFP-014,2025-11-30,38
SEPH-NYC-001,MAC-PFP-014,2025-12-07,39
SEPH-NYC-001,MAC-PFP-014,2025-12-14,41
SEPH-NYC-001,MAC-PFP-014,2025-12-21,35
SEPH-NYC-001,MAC-PFP-014,2025-12-28,46
SEPH-NYC-001,MAC-PFP-014,2026-01-04,24
SEPH-NYC-001,MAC-PFP-014,2026-01-11,33
SEPH-NYC-001,MAC-PFP-014,2026-01-18,32
SEPH-NYC-001,MAC-PFP-014,2026-01-25,33
SEPH-NYC-001,BB-SBC-015,2025-11-02,35
SEPH-NYC-001,BB-SBC-015,2025-11-09,26
SEPH-NYC-001,BB-SBC-015,2025-11-16,42
SEPH-NYC-001,BB-SBC-015,2025-11-23,23
SEPH-NYC-001,BB-SBC-015,2025-11-30,45
SEPH-NYC-001,BB-SBC-015,2025-12-07,34
SEPH-NYC-001,BB-SBC-015,2025-12-14,49
SEPH-NYC-001,BB-SBC-015,2025-12-21,32
SEPH-NYC-001,BB-SBC-015,2025-12-28,34
SEPH-NYC-001,BB-SBC-015,2026-01-04,31
SEPH-NYC-001,BB-SBC-015,2026-01-11,31
SEPH-NYC-001,BB-SBC-015,2026-01-18,35
SEPH-NYC-001,BB-SBC-015,2026-01-25,26
SEPH-NYC-001,JML-EPC-016,2025-11-02,38
SEPH-NYC-001,JML-EPC-016,2025-11-09,32
SEPH-NYC-001,JML-EPC-016,2025-11-16,35
SEPH-NYC-001,JML-EPC-016,2025-11-23,50
SEPH-NYC-001,JML-EPC-016,2025-11-30,43
SEPH-NYC-001,JML-EPC-016,2025-12-07,33
SEPH-NYC-001,JML-EPC-016,2025-12-14,33
SEPH-NYC-001,JML-EPC-016,2025-12-21,37
SEPH-NYC-001,JML-EPC-016,2025-12-28,35
SEPH-NYC-001,JML-EPC-016,2026-01-04,45
SEPH-NYC-001,JML-EPC-016,2026-01-11,46
SEPH-NYC-001,JML-EPC-016,2026-01-18,22
SEPH-NYC-001,JML-EPC-016,2026-01-25,32
SEPH-NYC-001,TF-BO-017,2025-11-02,43
SEPH-NYC-001,TF-BO-017,2025-11-09,28
SEPH-NYC-001,TF-BO-017,2025-11-16,36
SEPH-NYC-001,TF-BO-017,2025-11-23,37
SEPH-NYC-001,TF-BO-017,2025-11-30,23
SEPH-NYC-001,TF-BO-017,2025-12-07,41
SEPH-NYC-001,TF-BO-017,2025-12-14,30
SEPH-NYC-001,TF-BO-017,2025-12-21,47
SEPH-NYC-001,TF-BO-017,2025-12-28,34
